manufacturers,year,model,total_range_in_miles,emission_value,min_price,max_price,car_type,electric_consumption,electric_storage,analogue_consumption,analogue_storage,links
Chevrolet,2020,Suburban K1500 4WD,288,543,50800.0,68500.0,Regular Gasoline,0,0,16,31.0,Find.do?action=sbs&id=41586
Chevrolet,2020,Suburban K1500 4WD,506,547,50800.0,68500.0,Regular Gasoline,0,0,16,31.0,Find.do?action=sbs&id=41631
Chevrolet,2019,Suburban K1500 4WD,506,541,53800.0,68500.0,Regular Gasoline,0,0,16,31.0,Find.do?action=sbs&id=40306
Chevrolet,2019,Suburban K1500 4WD,506,541,53800.0,68500.0,Regular Gasoline,0,0,16,31.0,Find.do?action=sbs&id=40308
Chevrolet,2024,Camaro,477,561,30900.0,78100.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=47044
Chevrolet,2023,Camaro,438,559,26400.0,73300.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=45346
Chevrolet,2022,Camaro,438,562,25000.0,69000.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=44111
Chevrolet,2021,Camaro,438,564,25000.0,69000.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=42884
Chevrolet,2020,Camaro,499,565,,,Unknown,0,0,16,19.0,Find.do?action=sbs&id=41547
Chevrolet,2019,Camaro,409,565,25000.0,68000.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=40457
Chevrolet,2021,Silverado 4WD,409,560,33900.0,57700.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=43872
Chevrolet,2024,Suburban 2WD,409,555,59200.0,79900.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=47399
Chevrolet,2023,Suburban 2WD,409,555,56900.0,77100.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=45622
Chevrolet,2022,Suburban 2WD,425,542,52400.0,72700.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44661
Chevrolet,2022,Suburban 2WD,378,547,52400.0,72700.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44962
Chevrolet,2021,Suburban 2WD,396,544,51700.0,72300.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44035
Chevrolet,2020,Suburban K1500 4WD,396,557,50800.0,68500.0,Unknown,0,0,16,31.0,Find.do?action=sbs&id=41606
Chevrolet,2019,Suburban K1500 4WD,474,553,53800.0,68500.0,Unknown,0,0,16,31.0,Find.do?action=sbs&id=40310
Chevrolet,2024,Tahoe 2WD,383,555,56200.0,76900.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=47398
Chevrolet,2023,Tahoe 2WD,354,555,54200.0,74400.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=45621
Chevrolet,2022,Tahoe 2WD,354,542,49700.0,70000.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44660
Chevrolet,2022,Tahoe 2WD,354,547,49700.0,70000.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44961
Chevrolet,2021,Tahoe 2WD,354,544,49000.0,69600.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44034
Chevrolet,2022,Silverado 4WD,354,555,39200.0,63600.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44737
Chevrolet,2022,Silverado 4WD,417,555,39200.0,63600.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=45164
Chevrolet,2022,Silverado 4WD,417,556,39200.0,63600.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=45165
Chevrolet,2021,Silverado 4WD TrailBoss,417,555,48900.0,51800.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44026
Chevrolet,2019,Silverado C10 Cab Chassis 2WD,417,555,,,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=40962
Chevrolet,2022,Suburban 4WD,417,569,55400.0,75700.0,Regular Gasoline,0,0,16,28.0,Find.do?action=sbs&id=44667
Chevrolet,2022,Suburban 4WD,417,568,55400.0,75700.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44669
Chevrolet,2022,Suburban 4WD,392,555,55400.0,75700.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44973
Chevrolet,2021,Suburban 4WD,392,558,54700.0,75300.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=42627
Chevrolet,2022,Tahoe 4WD,392,568,52700.0,73000.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44668
Chevrolet,2022,Tahoe 4WD,370,556,52700.0,73000.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=44754
Chevrolet,2022,Tahoe 4WD,370,555,52700.0,73000.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44972
Chevrolet,2021,Tahoe 4WD,370,558,52000.0,72600.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=42626
Chevrolet,2022,Silverado 4WD,356,555,39200.0,63600.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=44635
Chevrolet,2022,Silverado 4WD,421,555,39200.0,63600.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44739
Chevrolet,2021,Silverado 4WD,421,563,33900.0,57700.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=43098
Chevrolet,2020,Silverado 4WD,421,563,35500.0,56800.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=41841
Chevrolet,2021,Silverado 4WD TrailBoss,421,560,48900.0,51800.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=43097
Chevrolet,2021,Silverado 4WD TrailBoss,378,560,48900.0,51800.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=43103
Chevrolet,2020,Silverado 4WD TrailBoss,378,561,39500.0,48800.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=41840
Chevrolet,2020,Silverado 4WD TrailBoss,648,556,39500.0,48800.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=41845
Chevrolet,2019,Silverado K10 4WD TrailBoss,648,556,39500.0,48600.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=40954
Chevrolet,2019,Silverado K10 4WD TrailBoss,406,558,39500.0,48600.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=41111
Chevrolet,2023,Silverado Mud Terrain Tires 4WD,406,567,,,Unknown,0,0,16,24.0,Find.do?action=sbs&id=45786
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,624,566,,,Unknown,0,0,16,24.0,Find.do?action=sbs&id=44738
Chevrolet,2024,Suburban 4WD,364,564,62200.0,82900.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=47421
Chevrolet,2023,Suburban 4WD,364,564,59900.0,80100.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=45635
Chevrolet,2024,Tahoe 4WD,364,566,59200.0,79900.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=47419
Chevrolet,2024,Tahoe 4WD,624,564,59200.0,79900.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=47420
Chevrolet,2023,Tahoe 4WD,364,564,57200.0,77400.0,Unknown,0,0,16,24.0,Find.do?action=sbs&id=45634
Chevrolet,2023,Tahoe 4WD,364,566,57200.0,77400.0,Regular Gasoline,0,0,16,24.0,Find.do?action=sbs&id=45747
Chevrolet,2024,Camaro,624,571,30900.0,78100.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=47043
Chevrolet,2023,Camaro,411,571,26400.0,73300.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=45347
Chevrolet,2022,Camaro,411,571,25000.0,69000.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=44110
Chevrolet,2021,Camaro,411,571,25000.0,69000.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=42885
Chevrolet,2020,Camaro,411,571,,,Unknown,0,0,16,19.0,Find.do?action=sbs&id=41546
Chevrolet,2019,Camaro,600,571,25000.0,68000.0,Unknown,0,0,16,19.0,Find.do?action=sbs&id=40462
Chevrolet,2021,Suburban 4WD,475,570,54700.0,75300.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44044
Chevrolet,2021,Tahoe 4WD,475,570,52000.0,72600.0,Unknown,0,0,16,28.0,Find.do?action=sbs&id=44043
Chevrolet,2019,Colorado Cab Chassis 2WD,475,572,,,Regular Gasoline,0,0,15,21.0,Find.do?action=sbs&id=40658
Chevrolet,2020,Silverado 4WD TrailBoss,475,575,39500.0,48800.0,Unknown,0,0,15,24.0,Find.do?action=sbs&id=42437
Chevrolet,2021,Silverado Cab Chassis 2WD,475,590,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=43197
Chevrolet,2020,Silverado Cab Chassis 2WD,485,582,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=41862
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,485,577,,,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=45167
Chevrolet,2024,Silverado 4WD ZR2,485,591,69900.0,69900.0,Unknown,0,0,15,24.0,Find.do?action=sbs&id=46827
Chevrolet,2023,Silverado 4WD ZR2,485,585,71500.0,71500.0,Unknown,0,0,15,24.0,Find.do?action=sbs&id=45794
Chevrolet,2022,Silverado 4WD ZR2,372,588,68400.0,68400.0,Unknown,0,0,15,24.0,Find.do?action=sbs&id=45129
Chevrolet,2022,Silverado Cab Chassis 2WD,372,583,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=44642
Chevrolet,2024,Silverado Cab Chassis 4WD,462,577,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=46857
Chevrolet,2022,Silverado Cab Chassis 4WD,576,589,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=44643
Chevrolet,2021,Silverado Cab Chassis 4WD,374,593,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=43116
Chevrolet,2020,Silverado Cab Chassis 4WD,374,593,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=41861
Chevrolet,2019,Silverado K10 Cab Chassis 4WD,521,593,,,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=40961
Chevrolet,2019,Silverado K10 Cab Chassis 4WD,521,592,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=41119
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,521,590,,,Unknown,0,0,15,24.0,Find.do?action=sbs&id=46826
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,521,585,,,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=44631
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,466,581,,,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=44828
Chevrolet,2021,Silverado Cab Chassis 4WD,576,592,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=43118
Chevrolet,2020,Silverado Cab Chassis 4WD,576,594,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=41863
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,576,610,,,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=44630
Chevrolet,2019,Corvette ZR1,576,592,55495.0,132900.0,Unknown,0,0,15,18.5,Find.do?action=sbs&id=39961
Chevrolet,2021,Silverado 4WD TrailBoss,466,593,48900.0,51800.0,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=43871
Chevrolet,2022,Silverado Cab Chassis 4WD,576,611,,,Regular Gasoline,0,0,15,0,Find.do?action=sbs&id=45173
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,576,593,,,Regular Gasoline,0,0,15,24.0,Find.do?action=sbs&id=45163
Chevrolet,2024,Corvette Z06,576,597,110100.0,130650.0,Unknown,0,0,15,18.5,Find.do?action=sbs&id=46759
Chevrolet,2023,Corvette Z06,672,597,,,Unknown,0,0,15,18.5,Find.do?action=sbs&id=45908
Chevrolet,2019,Corvette ZR1,552,613,55495.0,132900.0,Unknown,0,0,15,18.5,Find.do?action=sbs&id=39962
Chevrolet,2021,Silverado Cab Chassis 2WD,499,634,,,Regular Gasoline,0,0,14,0,Find.do?action=sbs&id=43876
Chevrolet,2021,Silverado Cab Chassis 4WD,446,635,,,Regular Gasoline,0,0,14,0,Find.do?action=sbs&id=43875
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,446,619,,,Unknown,0,0,14,24.0,Find.do?action=sbs&id=44736
Chevrolet,2024,Corvette Z06 Carbon Aero,644,631,,,Unknown,0,0,14,18.5,Find.do?action=sbs&id=46760
Chevrolet,2023,Corvette Z06 Carbon Aero,644,631,,,Unknown,0,0,14,18.5,Find.do?action=sbs&id=45909
Ford,2023,Mustang Mach-E RWD,644,0,42995.0,46995.0,Electricity,103,8.1,0,0,Find.do?action=sbs&id=46517
Ford,2022,Mustang Mach-E RWD,644,0,43895.0,49100.0,Electricity,103,8.1,0,0,Find.do?action=sbs&id=45144
Ford,2022,Mustang Mach-E CAL RT 1 ER RWD,552,0,52775.0,52775.0,Electricity,101,10.1,0,0,Find.do?action=sbs&id=45141
Ford,2021,Mustang Mach-E RWD California Route 1,437,0,,,Electricity,101,11.4,0,0,Find.do?action=sbs&id=43683
Ford,2023,Mustang Mach-E RWD LFP,437,0,,,Electricity,101,7.4,0,0,Find.do?action=sbs&id=46985
Ford,2021,Mustang Mach-E RWD,483,0,42895.0,47600.0,Electricity,100,8.8,0,0,Find.do?action=sbs&id=43604
Ford,2023,Mustang Mach-E RWD Extended,483,0,,,Electricity,99,10.2,0,0,Find.do?action=sbs&id=46518
Ford,2023,MUSTANG MACH-E CAL RT 1 ER AWD,483,0,56995.0,56995.0,Electricity,98,10.1,0,0,Find.do?action=sbs&id=46514
Ford,2022,Mustang Mach-E CAL RT 1 ER AWD,483,0,55475.0,55475.0,Electricity,98,11.4,0,0,Find.do?action=sbs&id=45140
Ford,2022,Mustang Mach-E RWD Extended,528,0,,,Electricity,97,10.9,0,0,Find.do?action=sbs&id=45145
Ford,2021,Mustang Mach-E RWD Extended,528,0,,,Electricity,97,10.9,0,0,Find.do?action=sbs&id=43605
Ford,2021,Mustang Mach-E AWD,528,0,45595.0,50300.0,Electricity,93,8.5,0,0,Find.do?action=sbs&id=43602
Ford,2023,Mustang Mach-E AWD,427,0,45995.0,49995.0,Electricity,93,8,0,0,Find.do?action=sbs&id=46512
Ford,2022,Mustang Mach-E AWD,427,0,46595.0,51800.0,Electricity,93,8,0,0,Find.do?action=sbs&id=45138
Ford,2023,Mustang Mach-E AWD Extended,462,0,,,Electricity,92,10,0,0,Find.do?action=sbs&id=46513
Ford,2022,Mustang Mach-E AWD Extended,462,0,,,Electricity,91,10.7,0,0,Find.do?action=sbs&id=45139
Ford,2021,Mustang Mach-E AWD Extended,462,0,58900.0,59900.0,Electricity,90,10.7,0,0,Find.do?action=sbs&id=43603
Ford,2023,Mustang Mach-E GT,616,0,59995.0,59995.0,Electricity,84,10.3,0,0,Find.do?action=sbs&id=46515
Ford,2022,Mustang Mach-E GT,616,0,61995.0,61995.0,Electricity,84,10.3,0,0,Find.do?action=sbs&id=45142
Ford,2021,Mustang Mach-E GT,616,0,59900.0,59900.0,Electricity,84,10.3,0,0,Find.do?action=sbs&id=44797
Ford,2023,Mustang Mach-E GT Performance,616,0,,,Electricity,82,10.1,0,0,Find.do?action=sbs&id=46516
Ford,2022,Mustang Mach-E GT Performance,528,0,,,Electricity,82,10.1,0,0,Find.do?action=sbs&id=45143
Ford,2021,Mustang Mach-E GT Performance,528,0,59900.0,59900.0,Electricity,82,10.1,0,0,Find.do?action=sbs&id=44798
Ford,2023,F-150 Lightning 4WD Extended Range,528,0,,,Electricity,70,10.1,0,0,Find.do?action=sbs&id=46327
Ford,2022,F-150 Lightning 4WD Extended Range,616,0,39974.0,90874.0,Electricity,70,10.1,0,0,Find.do?action=sbs&id=45317
Ford,2023,F-150 Lightning 4WD,471,0,,,Electricity,68,11.9,0,0,Find.do?action=sbs&id=46329
Ford,2022,F-150 Lightning 4WD,471,0,39974.0,90874.0,Electricity,68,11.9,0,0,Find.do?action=sbs&id=45318
Ford,2022,Escape FWD PHEV,418,77,35455.0,40700.0,Electricity,105,3.3,105,12.0,Find.do?action=sbs&id=44931
Ford,2021,Escape FWD PHEV,418,77,32650.0,38585.0,Electricity,105,3.3,105,12.0,Find.do?action=sbs&id=43912
Ford,2020,Escape FWD PHEV,418,77,,,Electricity,102,3.3,102,12.0,Find.do?action=sbs&id=42743
Ford,2023,F-150 Lightning Platinum 4WD,418,0,91995.0,91995.0,Electricity,66,9.3,0,0,Find.do?action=sbs&id=46328
Ford,2022,F-150 Lightning Platinum 4WD,418,0,39974.0,90874.0,Electricity,66,9.3,0,0,Find.do?action=sbs&id=45316
Ford,2023,Escape FWD PHEV,462,52,40500.0,40500.0,Electricity,101,3.4,101,12.0,Find.do?action=sbs&id=47220
Ford,2020,Fusion Energi Plug-in Hybrid,462,99,37000.0,37000.0,Electricity,103,2.6,103,14.0,Find.do?action=sbs&id=41899
Ford,2019,Fusion Energi Plug-in Hybrid,462,99,36595.0,36595.0,Electricity,103,2.6,103,14.0,Find.do?action=sbs&id=40809
Ford,2020,Fusion Special Service PHEV,462,101,,,Electricity,102,2.6,102,14.0,Find.do?action=sbs&id=41900
Ford,2019,Fusion Special Service Vehicle PHEV,407,101,,,Electricity,102,2.6,102,14.0,Find.do?action=sbs&id=41226
Ford,2020,Fusion Hybrid FWD,407,211,28000.0,34595.0,Regular Gasoline,0,0,42,14.0,Find.do?action=sbs&id=41802
Ford,2019,Fusion Hybrid FWD,427,212,27555.0,34485.0,Regular Gasoline,0,0,42,14.0,Find.do?action=sbs&id=40703
Ford,2022,Escape FWD HEV,427,220,30185.0,35095.0,Regular Gasoline,0,0,41,14.2,Find.do?action=sbs&id=44811
Ford,2021,Escape FWD HEV,427,220,27605.0,33300.0,Regular Gasoline,0,0,41,0,Find.do?action=sbs&id=43644
Ford,2020,Escape FWD HEV,462,220,28265.0,33550.0,Regular Gasoline,0,0,41,0,Find.do?action=sbs&id=42253
Ford,2020,Fusion Hybrid Taxi,462,217,,,Regular Gasoline,0,0,41,14.0,Find.do?action=sbs&id=41803
Ford,2019,Fusion Hybrid Taxi,418,217,,,Regular Gasoline,0,0,41,14.0,Find.do?action=sbs&id=40704
Ford,2022,Escape AWD HEV,418,224,31685.0,36595.0,Regular Gasoline,0,0,40,14.2,Find.do?action=sbs&id=44813
Ford,2021,Escape AWD HEV,418,224,29105.0,34800.0,Regular Gasoline,0,0,40,0,Find.do?action=sbs&id=43649
Ford,2020,Escape AWD HEV,418,224,29765.0,35050.0,Regular Gasoline,0,0,40,0,Find.do?action=sbs&id=42258
Ford,2024,Escape AWD HEV,407,225,35040.0,39460.0,Regular Gasoline,0,0,39,14.3,Find.do?action=sbs&id=47643
Ford,2023,Escape AWD HEV,296,225,35040.0,39460.0,Regular Gasoline,0,0,39,14.3,Find.do?action=sbs&id=46389
Ford,2024,Escape FWD HEV,407,225,33340.0,36965.0,Regular Gasoline,0,0,39,14.3,Find.do?action=sbs&id=47628
Ford,2023,Escape FWD HEV,296,225,33340.0,36965.0,Regular Gasoline,0,0,39,14.3,Find.do?action=sbs&id=46325
Ford,2024,Maverick HEV FWD,504,237,,,Regular Gasoline,0,0,37,13.8,Find.do?action=sbs&id=47364
Ford,2022,Maverick HEV FWD,504,237,20995.0,26860.0,Regular Gasoline,0,0,37,13.8,Find.do?action=sbs&id=45110
Ford,2023,Maverick HEV FWD,504,240,22595.0,28355.0,Regular Gasoline,0,0,37,13.8,Find.do?action=sbs&id=46366
Ford,2019,Fiesta FWD,504,286,14260.0,15790.0,Regular Gasoline,0,0,31,12.4,Find.do?action=sbs&id=40813
Ford,2022,Escape FWD,504,293,27025.0,30735.0,Regular Gasoline,0,0,30,14.8,Find.do?action=sbs&id=44810
Ford,2021,Escape FWD,504,293,24885.0,29205.0,Regular Gasoline,0,0,30,0,Find.do?action=sbs&id=43645
Ford,2019,Fiesta FWD,456,294,14260.0,15790.0,Regular Gasoline,0,0,30,12.4,Find.do?action=sbs&id=40814
Ford,2024,Escape FWD,456,299,29345.0,30340.0,Regular Gasoline,0,0,30,14.8,Find.do?action=sbs&id=47627
Ford,2023,Escape FWD,407,299,28000.0,37465.0,Regular Gasoline,0,0,30,14.8,Find.do?action=sbs&id=46324
Ford,2020,Escape FWD,407,297,24885.0,29265.0,Regular Gasoline,0,0,30,0,Find.do?action=sbs&id=42074
Ford,2021,EcoSport FWD,449,318,20395.0,26895.0,Regular Gasoline,0,0,28,13.8,Find.do?action=sbs&id=43157
Ford,2020,EcoSport FWD,441,318,19995.0,26265.0,Regular Gasoline,0,0,28,13.8,Find.do?action=sbs&id=41629
Ford,2019,EcoSport FWD,441,316,19995.0,26160.0,Regular Gasoline,0,0,28,13.6,Find.do?action=sbs&id=40908
Ford,2020,Explorer HEV RWD,441,322,52530.0,52530.0,Regular Gasoline,0,0,28,18.0,Find.do?action=sbs&id=41937
Ford,2024,Escape AWD,441,317,31515.0,38460.0,Regular Gasoline,0,0,28,15.7,Find.do?action=sbs&id=47642
Ford,2023,Escape AWD,449,317,29500.0,38460.0,Regular Gasoline,0,0,28,15.7,Find.do?action=sbs&id=46388
Ford,2022,Escape AWD,456,318,28525.0,37145.0,Regular Gasoline,0,0,28,15.7,Find.do?action=sbs&id=44814
Ford,2021,Escape AWD,407,318,26385.0,36155.0,Regular Gasoline,0,0,28,0,Find.do?action=sbs&id=43650
Ford,2020,Escape AWD,259,319,26385.0,36835.0,Regular Gasoline,0,0,28,0,Find.do?action=sbs&id=42257
Ford,2019,Fiesta ST FWD,259,317,17625.0,21340.0,Regular Gasoline,0,0,28,12.4,Find.do?action=sbs&id=40817
Ford,2023,Explorer HEV RWD,238,324,53005.0,53005.0,Regular Gasoline,0,0,27,18.0,Find.do?action=sbs&id=46404
Ford,2022,Explorer HEV RWD,259,324,52060.0,52375.0,Regular Gasoline,0,0,27,18.0,Find.do?action=sbs&id=44833
Ford,2021,Explorer HEV RWD,259,324,,,Regular Gasoline,0,0,27,18.0,Find.do?action=sbs&id=43480
Ford,2020,Fusion FWD,247,327,23170.0,34450.0,Regular Gasoline,0,0,27,16.5,Find.do?action=sbs&id=41798
Ford,2019,Fusion FWD,247,327,22840.0,34340.0,Regular Gasoline,0,0,27,16.5,Find.do?action=sbs&id=40700
Ford,2024,Bronco Sport 4WD,279,342,31230.0,38390.0,Regular Gasoline,0,0,26,16.0,Find.do?action=sbs&id=47375
Ford,2023,Bronco Sport 4WD,393,342,29215.0,44655.0,Regular Gasoline,0,0,26,16.0,Find.do?action=sbs&id=46385
Ford,2022,Bronco Sport 4WD,450,342,28815.0,36590.0,Regular Gasoline,0,0,26,16.0,Find.do?action=sbs&id=44816
Ford,2021,Bronco Sport 4WD,598,342,27215.0,38160.0,Regular Gasoline,0,0,26,16.0,Find.do?action=sbs&id=43543
Ford,2023,Explorer Platinum HEV RWD,500,342,53820.0,53820.0,Regular Gasoline,0,0,26,18.0,Find.do?action=sbs&id=46403
Ford,2022,Explorer Platinum HEV RWD,472,342,,,Regular Gasoline,0,0,26,18.0,Find.do?action=sbs&id=44832
Ford,2021,Transit Connect Wagon LWB FFV,452,344,,,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=43270
Ford,2020,Transit Connect Wagon LWB FFV,297,344,,,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=41471
Ford,2019,Transit Connect Wagon LWB FFV,297,344,,,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=40380
Ford,2021,Transit Connect Wagon LWB FWD,297,344,27400.0,31600.0,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=43269
Ford,2020,Transit Connect Wagon LWB FWD,297,344,27020.0,32250.0,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=41470
Ford,2019,Transit Connect Wagon LWB FWD,297,344,26845.0,31595.0,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=40379
Ford,2022,Transit Connect Wagon LWB FFV,297,347,,,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=43942
Ford,2023,Transit Connect Wagon LWB FWD,297,348,34360.0,36475.0,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=46371
Ford,2022,Transit Connect Wagon LWB FWD,297,347,30365.0,33975.0,Regular Gasoline,0,0,26,15.8,Find.do?action=sbs&id=43941
Ford,2024,Escape AWD,297,341,31515.0,38460.0,Regular Gasoline,0,0,26,15.7,Find.do?action=sbs&id=47655
Ford,2023,Escape AWD,297,340,29500.0,38460.0,Regular Gasoline,0,0,26,15.7,Find.do?action=sbs&id=46387
Ford,2021,Escape AWD,297,342,26385.0,36155.0,Regular Gasoline,0,0,26,0,Find.do?action=sbs&id=43651
Ford,2020,Escape AWD,297,342,26385.0,36835.0,Regular Gasoline,0,0,26,0,Find.do?action=sbs&id=42256
Ford,2019,Escape FWD,288,342,24105.0,32620.0,Regular Gasoline,0,0,26,15.7,Find.do?action=sbs&id=40911
Ford,2024,Maverick FWD,288,342,23400.0,26315.0,Regular Gasoline,0,0,26,16.5,Find.do?action=sbs&id=47363
Ford,2022,Maverick FWD,288,342,,,Regular Gasoline,0,0,26,16.5,Find.do?action=sbs&id=44473
Ford,2024,Mustang,288,341,30920.0,46015.0,Regular Gasoline,0,0,26,0,Find.do?action=sbs&id=46646
Ford,2022,Escape AWD,506,347,28525.0,37145.0,Regular Gasoline,0,0,26,15.7,Find.do?action=sbs&id=44815
Ford,2021,F150 Pickup 2WD HEV,506,349,,,Regular Gasoline,0,0,25,30.6,Find.do?action=sbs&id=43614
Ford,2023,F150 Pickup 2WD HEV,506,352,,,Regular Gasoline,0,0,25,30.6,Find.do?action=sbs&id=46166
Ford,2022,F150 Pickup 2WD HEV,477,353,,,Regular Gasoline,0,0,25,0,Find.do?action=sbs&id=44987
Ford,2020,Transit Connect Van 2WD,438,353,24275.0,27700.0,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=41468
Ford,2019,Transit Connect Van 2WD,438,353,24100.0,27045.0,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=40378
Ford,2022,Transit Connect Van FFV,438,355,,,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=43940
Ford,2021,Transit Connect Van FFV,499,350,,,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=43268
Ford,2020,Transit Connect Van FFV,409,353,,,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=41469
Ford,2019,Transit Connect Van FFV,409,353,,,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=40377
Ford,2022,Transit Connect Van FWD,409,355,29365.0,31540.0,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=43939
Ford,2021,Transit Connect Van FWD,409,350,24665.0,27080.0,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=43267
Ford,2023,Transit Connect Van FWD,425,355,32790.0,35965.0,Regular Gasoline,0,0,25,15.8,Find.do?action=sbs&id=46370
Ford,2023,Maverick FWD,378,355,,,Regular Gasoline,0,0,25,0,Find.do?action=sbs&id=46365
Ford,2022,EcoSport AWD,396,351,22040.0,28395.0,Regular Gasoline,0,0,25,13.8,Find.do?action=sbs&id=45100
Ford,2021,EcoSport AWD,396,355,21990.0,28345.0,Regular Gasoline,0,0,25,13.8,Find.do?action=sbs&id=43160
Ford,2020,EcoSport AWD,474,355,21590.0,27715.0,Regular Gasoline,0,0,25,13.8,Find.do?action=sbs&id=41630
Ford,2019,EcoSport AWD,383,355,21590.0,27610.0,Regular Gasoline,0,0,25,13.6,Find.do?action=sbs&id=40917
Ford,2023,Explorer HEV AWD,354,361,55005.0,55005.0,Regular Gasoline,0,0,25,18.0,Find.do?action=sbs&id=46419
