manufacturers,year,model,total_range_in_miles,emission_value,min_price,max_price,car_type,electric_consumption,electric_storage,analogue_consumption,analogue_storage,links
Ford,2022,F150 Pickup 4WD,648,444,35885.0,80435.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44873
Ford,2021,F150 Pickup 4WD,648,445,33935.0,74600.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=43463
Ford,2020,F150 Pickup 4WD,406,444,33390.0,59245.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=42179
Ford,2020,F150 Pickup 4WD FFV,406,439,33390.0,59245.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=42174
Ford,2019,F150 Pickup 4WD FFV,624,439,32800.0,58645.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=41030
Ford,2019,Fusion AWD,364,444,27775.0,40015.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=40702
Ford,2023,Explorer FFV AWD,364,444,,,Regular Gasoline,0,0,20,0,Find.do?action=sbs&id=46421
Ford,2024,F150 Pickup 2WD,364,455,36570.0,49980.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=47604
Ford,2023,F150 Pickup 2WD FFV,624,453,,,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=46164
Ford,2019,Expedition 2WD,364,454,52130.0,73365.0,Regular Gasoline,0,0,20,23.3,Find.do?action=sbs&id=40971
Ford,2019,Explorer 2WD FFV,364,454,,,Regular Gasoline,0,0,20,18.6,Find.do?action=sbs&id=40804
Ford,2023,Explorer AWD,624,451,38760.0,56220.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=46439
Ford,2023,Explorer AWD,411,454,38760.0,56220.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=46440
Ford,2024,Explorer FFV AWD,411,444,,,Regular Gasoline,0,0,20,17.9,Find.do?action=sbs&id=47683
Ford,2019,Explorer FWD,411,454,32365.0,42765.0,Regular Gasoline,0,0,20,18.6,Find.do?action=sbs&id=40803
Ford,2022,F150 Pickup 2WD,411,444,30870.0,76975.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44869
Ford,2021,F150 Pickup 2WD,600,444,29290.0,71175.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44364
Ford,2022,F150 Pickup 2WD FFV,475,444,,,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44868
Ford,2021,F150 Pickup 2WD FFV,475,446,,,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=43460
Ford,2023,F150 Pickup 4WD,475,451,39600.0,68795.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=46169
Ford,2022,F150 Pickup 4WD,475,453,35885.0,80435.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44877
Ford,2022,Bronco 4WD,475,456,31300.0,51225.0,Regular Gasoline,0,0,19,18.0,Find.do?action=sbs&id=44993
Ford,2023,Ranger Tremor 4WD,485,471,,,Regular Gasoline,0,0,19,18.0,Find.do?action=sbs&id=46188
Ford,2022,Ranger Tremor 4WD,485,468,,,Regular Gasoline,0,0,19,18.0,Find.do?action=sbs&id=44989
Ford,2021,Ranger Tremor 4WD,485,462,,,Regular Gasoline,0,0,19,18.0,Find.do?action=sbs&id=43617
Ford,2021,Bronco 4WD,485,462,28500.0,33995.0,Regular Gasoline,0,0,19,18.0,Find.do?action=sbs&id=43997
Ford,2023,F150 Pickup 2WD FFV,372,465,,,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=46165
Ford,2022,F150 Pickup 2WD FFV,372,461,,,Regular Gasoline,0,0,19,24.5,Find.do?action=sbs&id=44870
Ford,2021,F150 Pickup 2WD FFV,462,463,,,Regular Gasoline,0,0,19,24.5,Find.do?action=sbs&id=44365
Ford,2019,Taurus AWD,576,468,32080.0,42975.0,Regular Gasoline,0,0,19,19.0,Find.do?action=sbs&id=40782
Ford,2019,Taurus AWD FFV,374,468,32080.0,42975.0,Regular Gasoline,0,0,19,19.0,Find.do?action=sbs&id=40784
Ford,2024,Expedition 2WD,374,462,56075.0,84245.0,Regular Gasoline,0,0,19,23.2,Find.do?action=sbs&id=47167
Ford,2023,Expedition 2WD,521,462,55125.0,78115.0,Regular Gasoline,0,0,19,23.2,Find.do?action=sbs&id=46402
Ford,2022,Expedition 2WD,521,462,53375.0,79560.0,Regular Gasoline,0,0,19,23.2,Find.do?action=sbs&id=45149
Ford,2021,Expedition 2WD,521,456,49625.0,74375.0,Regular Gasoline,0,0,19,25.0,Find.do?action=sbs&id=43589
Ford,2020,Expedition 2WD,521,467,52810.0,73935.0,Regular Gasoline,0,0,19,25.0,Find.do?action=sbs&id=42265
Ford,2021,Expedition MAX 2WD,466,456,55410.0,76375.0,Regular Gasoline,0,0,19,30.0,Find.do?action=sbs&id=43590
Ford,2020,Expedition MAX 2WD,576,467,55835.0,76965.0,Regular Gasoline,0,0,19,30.0,Find.do?action=sbs&id=42266
Ford,2019,Expedition MAX 2WD,576,467,54815.0,76060.0,Regular Gasoline,0,0,19,28.3,Find.do?action=sbs&id=40972
Ford,2020,F150 Pickup 2WD,576,468,28745.0,55820.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=42171
Ford,2020,F150 Pickup 2WD FFV,576,467,28745.0,55820.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=42168
Ford,2019,F150 Pickup 2WD FFV,466,463,28155.0,55220.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41023
Ford,2023,F150 Pickup 4WD,576,470,39600.0,68795.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=46171
Ford,2022,F150 Pickup 4WD,576,467,35885.0,80435.0,Regular Gasoline,0,0,19,24.5,Find.do?action=sbs&id=44878
Ford,2021,F150 Pickup 4WD,576,468,33935.0,74600.0,Regular Gasoline,0,0,19,24.5,Find.do?action=sbs&id=44369
Ford,2019,F150 Pickup 4WD,672,472,32800.0,58645.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41034
Ford,2021,Expedition 4WD,552,476,52675.0,77425.0,Regular Gasoline,0,0,19,25.0,Find.do?action=sbs&id=43597
Ford,2020,Expedition 4WD,499,473,55820.0,77085.0,Regular Gasoline,0,0,19,25.0,Find.do?action=sbs&id=42269
Ford,2019,Expedition 4WD,446,469,55140.0,76515.0,Regular Gasoline,0,0,19,23.3,Find.do?action=sbs&id=40978
Ford,2019,F150 2WD BASE PAYLOAD LT TIRE,446,466,,,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41021
Ford,2019,F150 4WD FFV BASE PAYLOAD LT,644,468,,,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41031
Ford,2020,F150 Pickup 2WD Limited,644,466,67735.0,67735.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=42172
Ford,2019,F150 Pickup 2WD Limited,644,462,67135.0,67135.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41026
Ford,2023,F150 Pickup 4WD FFV,644,468,,,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=46175
Ford,2019,F150 3.5L 2WD GVWR>7599 LBS,552,466,,,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41019
Ford,2020,F150 Pickup 4WD Limited,437,467,71160.0,71160.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=42177
Ford,2019,F150 Pickup 4WD Limited,437,467,70560.0,70560.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=41040
Ford,2020,Mustang,483,472,26670.0,39630.0,Regular Gasoline,0,0,19,16.0,Find.do?action=sbs&id=41956
Ford,2019,Mustang,483,471,26395.0,39355.0,Regular Gasoline,0,0,19,16.0,Find.do?action=sbs&id=40325
Ford,2022,Explorer FFV AWD,483,470,,,Regular Gasoline,0,0,19,0,Find.do?action=sbs&id=44825
Ford,2024,F150 Pickup 2WD,483,468,36570.0,49980.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=47603
Ford,2024,F150 Pickup 4WD,528,472,41585.0,73730.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=47614
Ford,2024,F150 Pickup 4WD,528,467,41585.0,73730.0,Regular Gasoline,0,0,19,29.5,Find.do?action=sbs&id=47616
Ford,2024,Mustang,528,467,30920.0,46015.0,Regular Gasoline,0,0,19,0,Find.do?action=sbs&id=47559
Ford,2019,Taurus AWD,427,471,32080.0,42975.0,Regular Gasoline,0,0,19,19.0,Find.do?action=sbs&id=40781
Ford,2023,Expedition 2WD,427,468,55125.0,78115.0,Regular Gasoline,0,0,19,23.2,Find.do?action=sbs&id=46406
Ford,2022,Expedition 2WD,462,468,53375.0,79560.0,Regular Gasoline,0,0,19,23.2,Find.do?action=sbs&id=45150
Ford,2021,Explorer FFV AWD,462,471,,,Regular Gasoline,0,0,19,0,Find.do?action=sbs&id=43290
Ford,2020,Explorer FFV AWD,462,468,34765.0,58250.0,Regular Gasoline,0,0,19,0,Find.do?action=sbs&id=41512
Ford,2019,Flex FWD,616,468,30575.0,38790.0,Regular Gasoline,0,0,19,18.6,Find.do?action=sbs&id=40152
Ford,2019,Explorer AWD,616,478,34515.0,54165.0,Regular Gasoline,0,0,19,18.6,Find.do?action=sbs&id=40828
Ford,2022,F150 Pickup 4WD FFV,616,468,,,Regular Gasoline,0,0,19,24.5,Find.do?action=sbs&id=44874
Ford,2021,F150 Pickup 4WD FFV,616,479,,,Regular Gasoline,0,0,19,24.5,Find.do?action=sbs&id=43467
Ford,2023,Mustang,528,480,27770.0,43365.0,Regular Gasoline,0,0,19,16.0,Find.do?action=sbs&id=46340
Ford,2022,Mustang,528,479,27470.0,43065.0,Regular Gasoline,0,0,19,15.9,Find.do?action=sbs&id=45050
Ford,2021,Mustang,528,479,27155.0,40120.0,Regular Gasoline,0,0,19,15.5,Find.do?action=sbs&id=43677
Ford,2021,Ranger 2WD Incomplete,616,486,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=43618
Ford,2020,Ranger 2WD Incomplete,471,485,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=42342
Ford,2019,Ranger 2WD Incomplete,471,484,,,Regular Gasoline,0,0,18,18.1,Find.do?action=sbs&id=41170
Ford,2024,Bronco Black Diamond 4WD,418,494,42630.0,43370.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=47648
Ford,2024,Bronco Black Diamond 4WD,418,495,42630.0,43370.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=47653
Ford,2023,Bronco Black Diamond 4WD,418,494,40750.0,43035.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=46195
Ford,2023,Bronco Black Diamond 4WD,418,494,40750.0,43035.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=46197
Ford,2022,Bronco Black Diamond 4WD,418,493,37950.0,40840.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=44999
Ford,2021,Bronco Black Diamond 4WD,462,494,36050.0,36050.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=44004
Ford,2021,Bronco Sasquatch 4WD,462,494,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=44002
Ford,2024,Bronco Sasquatch 4WD,462,494,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=47650
Ford,2023,Bronco Sasquatch 4WD,462,494,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=46198
Ford,2022,Bronco Sasquatch 4WD,407,494,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=45000
Ford,2022,Bronco Black Diamond 4WD,407,494,37950.0,40840.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=44996
Ford,2021,Bronco Black Diamond 4WD,427,496,36050.0,36050.0,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=44003
Ford,2022,Bronco Sasquatch 4WD,427,494,,,Regular Gasoline,0,0,18,18.0,Find.do?action=sbs&id=45002
Ford,2024,Expedition 4WD,427,485,59375.0,87545.0,Regular Gasoline,0,0,18,23.2,Find.do?action=sbs&id=47180
Ford,2023,Expedition 4WD,462,484,58175.0,83615.0,Regular Gasoline,0,0,18,23.2,Find.do?action=sbs&id=46412
Ford,2022,Expedition 4WD,462,484,56425.0,82610.0,Regular Gasoline,0,0,18,23.2,Find.do?action=sbs&id=45152
Ford,2019,Explorer AWD,418,500,34515.0,54165.0,Regular Gasoline,0,0,18,18.6,Find.do?action=sbs&id=40807
Ford,2019,Explorer AWD FFV,418,481,,,Regular Gasoline,0,0,18,18.6,Find.do?action=sbs&id=40806
Ford,2019,F150 4WD BASE PAYLOAD LT TIRE,418,494,,,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=41035
Ford,2020,F150 Pickup 4WD,418,488,33390.0,59245.0,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=42176
Ford,2023,F150 Pickup 4WD FFV,407,495,,,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=46174
Ford,2022,F150 Pickup 4WD FFV,296,494,,,Regular Gasoline,0,0,18,24.5,Find.do?action=sbs&id=44883
Ford,2021,F150 Pickup 4WD FFV,407,495,,,Regular Gasoline,0,0,18,24.5,Find.do?action=sbs&id=44370
Ford,2019,F150 Pickup 4WD FFV,296,498,32800.0,58645.0,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=41036
Ford,2019,Flex AWD,504,494,35240.0,43590.0,Regular Gasoline,0,0,18,18.6,Find.do?action=sbs&id=40154
Ford,2023,Expedition 4WD,504,494,58175.0,83615.0,Regular Gasoline,0,0,18,23.2,Find.do?action=sbs&id=46413
Ford,2022,Expedition 4WD,504,494,56425.0,82610.0,Regular Gasoline,0,0,18,23.2,Find.do?action=sbs&id=45153
Ford,2021,Expedition MAX 4WD,504,494,58460.0,79425.0,Regular Gasoline,0,0,18,30.0,Find.do?action=sbs&id=43598
Ford,2020,Expedition MAX 4WD,504,494,58845.0,80110.0,Regular Gasoline,0,0,18,30.0,Find.do?action=sbs&id=42270
Ford,2019,Expedition MAX 4WD,504,493,57825.0,79200.0,Regular Gasoline,0,0,18,28.3,Find.do?action=sbs&id=40979
Ford,2020,F150 2WD FFV BASE PAYLOAD LT,456,494,,,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=42169
Ford,2019,F150 2WD FFV BASE PAYLOAD LT,456,493,,,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=41024
Ford,2019,F150 3.5L 4WD GVWR>7599 LBS,407,494,,,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=41033
Ford,2023,F150 Pickup Tremor 4WD,407,501,61110.0,61110.0,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=46177
Ford,2023,F150 Pickup Tremor 4WD,449,497,61110.0,61110.0,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=46178
Ford,2022,F150 Pickup Tremor 4WD,441,498,,,Regular Gasoline,0,0,18,24.5,Find.do?action=sbs&id=44876
Ford,2022,F150 Pickup Tremor 4WD,441,503,,,Regular Gasoline,0,0,18,24.5,Find.do?action=sbs&id=44882
Ford,2021,F150 Pickup Tremor 4WD,441,498,49505.0,49505.0,Regular Gasoline,0,0,18,24.5,Find.do?action=sbs&id=44366
Ford,2021,F150 Pickup Tremor 4WD,441,503,49505.0,49505.0,Regular Gasoline,0,0,18,24.5,Find.do?action=sbs&id=44372
Ford,2024,Mustang,449,492,30920.0,46015.0,Regular Gasoline,0,0,18,0,Find.do?action=sbs&id=46648
Ford,2023,Mustang,456,498,27770.0,43365.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=46336
Ford,2022,Mustang,407,500,27470.0,43065.0,Regular Gasoline,0,0,18,15.9,Find.do?action=sbs&id=45049
Ford,2021,Mustang,259,490,27155.0,40120.0,Regular Gasoline,0,0,18,15.5,Find.do?action=sbs&id=43676
Ford,2020,Mustang,259,493,26670.0,39630.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=41953
Ford,2019,Mustang,238,490,26395.0,39355.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=40321
Ford,2019,Mustang Bullitt,259,490,46595.0,46595.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=40327
Ford,2020,Mustang Convertible,259,484,32170.0,45130.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=41957
Ford,2019,Mustang Convertible,247,491,31895.0,44855.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=40323
Ford,2024,Mustang,247,494,30920.0,46015.0,Regular Gasoline,0,0,18,0,Find.do?action=sbs&id=47558
Ford,2023,Mustang Convertible,279,497,33270.0,48865.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=46341
Ford,2022,Mustang Convertible,393,497,32970.0,48565.0,Regular Gasoline,0,0,18,15.9,Find.do?action=sbs&id=45058
Ford,2021,Mustang Convertible,450,493,32655.0,45620.0,Regular Gasoline,0,0,18,15.5,Find.do?action=sbs&id=43678
Ford,2023,Mustang Mach 1,598,493,55570.0,55570.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=46339
Ford,2022,Mustang Mach 1,500,493,55270.0,55270.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=45051
Ford,2021,Mustang Mach 1,472,494,51720.0,51720.0,Regular Gasoline,0,0,18,16.0,Find.do?action=sbs&id=43610
Ford,2020,F150 Pickup 4WD FFV,452,506,33390.0,59245.0,Regular Gasoline,0,0,18,29.5,Find.do?action=sbs&id=42175
Ford,2021,Bronco Badlands 4WD,297,513,42095.0,44590.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=44000
Ford,2021,Bronco Badlands 4WD,297,509,42095.0,44590.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=43998
Ford,2024,Bronco Badlands 4WD,297,523,49395.0,50685.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=47652
Ford,2023,Bronco Badlands 4WD,297,510,46895.0,48685.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=46192
Ford,2023,Bronco Badlands 4WD,297,530,46895.0,48685.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=46194
Ford,2022,Bronco Badlands 4WD,297,529,44495.0,46590.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=44994
Ford,2022,Bronco Badlands 4WD,297,519,44495.0,46590.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=45001
Ford,2024,Bronco Sasquatch 4WD,297,522,,,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=47654
Ford,2023,Bronco Sasquatch 4WD,297,531,,,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=46200
Ford,2022,Bronco Sasquatch 4WD,297,531,,,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=44902
Ford,2021,Bronco Sasquatch 4WD,297,527,,,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=44001
Ford,2024,Expedition Timberline AWD,297,523,,,Regular Gasoline,0,0,17,23.2,Find.do?action=sbs&id=47181
Ford,2023,Expedition Timberline AWD,288,523,71400.0,71400.0,Regular Gasoline,0,0,17,23.2,Find.do?action=sbs&id=46414
Ford,2022,Expedition Timberline AWD,288,523,70450.0,70450.0,Regular Gasoline,0,0,17,23.2,Find.do?action=sbs&id=45155
Ford,2024,Bronco Badlands 4WD,288,526,49395.0,50685.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=47646
Ford,2021,Bronco Badlands 4WD,288,533,42095.0,44590.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=43999
Ford,2024,Bronco Black Diamond 4WD,506,523,42630.0,43370.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=47647
Ford,2023,Bronco Black Diamond 4WD,506,523,40750.0,43035.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=46196
Ford,2024,Bronco Sasquatch 4WD,506,523,,,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=47649
Ford,2023,Bronco Sasquatch 4WD,477,523,,,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=46199
Ford,2024,Ranger RAPTOR 4WD,438,525,55365.0,55365.0,Regular Gasoline,0,0,17,20.3,Find.do?action=sbs&id=47371
Ford,2023,Bronco Badlands 4WD,438,530,46895.0,48685.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=46193
Ford,2022,Bronco Badlands 4WD,438,538,44495.0,46590.0,Regular Gasoline,0,0,17,18.0,Find.do?action=sbs&id=44997
Ford,2019,Flex AWD,499,523,35240.0,43590.0,Regular Gasoline,0,0,17,18.6,Find.do?action=sbs&id=40155
Ford,2019,F150 4WD FFV BASE PAYLOAD LT,409,523,,,Regular Gasoline,0,0,17,29.5,Find.do?action=sbs&id=41037
Ford,2020,F150 5.0L 2WD FFV GVWR>7599 LBS,409,523,,,Regular Gasoline,0,0,17,29.5,Find.do?action=sbs&id=42170
Ford,2019,F150 5.0L 2WD FFV GVWR>7599 LBS,409,522,,,Regular Gasoline,0,0,17,29.5,Find.do?action=sbs&id=41025
Ford,2023,F150 Pickup Tremor 4WD FFV,409,516,,,Regular Gasoline,0,0,17,36.0,Find.do?action=sbs&id=46179
Ford,2023,F150 Pickup Tremor 4WD FFV,425,518,,,Regular Gasoline,0,0,17,36.0,Find.do?action=sbs&id=46180
Ford,2023,Expedition Timberline AWD,378,523,71400.0,71400.0,Regular Gasoline,0,0,17,23.2,Find.do?action=sbs&id=46415
Ford,2022,Expedition Timberline AWD,396,523,70450.0,70450.0,Regular Gasoline,0,0,17,23.2,Find.do?action=sbs&id=45154
Ford,2022,Transit T150 Wagon 2WD FFV,396,538,,,Regular Gasoline,0,0,17,25.0,Find.do?action=sbs&id=45088
Ford,2020,Transit T150 Wagon 2WD FFV,474,537,,,Regular Gasoline,0,0,17,25.0,Find.do?action=sbs&id=42340
Ford,2024,Mustang,383,515,30920.0,46015.0,Regular Gasoline,0,0,17,0,Find.do?action=sbs&id=46647
Ford,2020,Mustang Bullitt,354,514,46705.0,46705.0,Regular Gasoline,0,0,17,16.0,Find.do?action=sbs&id=41995
Ford,2024,Mustang Dark Horse,354,535,57970.0,57970.0,Regular Gasoline,0,0,17,0,Find.do?action=sbs&id=46649
Ford,2024,Mustang Dark Horse,354,524,57970.0,57970.0,Regular Gasoline,0,0,17,0,Find.do?action=sbs&id=46767
Ford,2023,Mustang Mach 1,354,523,55570.0,55570.0,Regular Gasoline,0,0,17,16.0,Find.do?action=sbs&id=46338
Ford,2022,Mustang Mach 1,354,523,55270.0,55270.0,Regular Gasoline,0,0,17,16.0,Find.do?action=sbs&id=45052
Ford,2021,Mustang Mach 1,417,523,51720.0,51720.0,Regular Gasoline,0,0,17,16.0,Find.do?action=sbs&id=43679
Ford,2019,Transit T150 Wagon,417,552,35840.0,38735.0,Regular Gasoline,0,0,16,25.0,Find.do?action=sbs&id=40792
Ford,2021,Transit T150 Wagon 2WD FFV,417,540,,,Regular Gasoline,0,0,16,25.0,Find.do?action=sbs&id=43690
Ford,2023,F150 RAPTOR 4WD,417,553,76775.0,76775.0,Regular Gasoline,0,0,16,36.0,Find.do?action=sbs&id=46184
Ford,2022,F150 RAPTOR 4WD,417,553,,,Regular Gasoline,0,0,16,26.0,Find.do?action=sbs&id=44879
Ford,2021,F150 RAPTOR 4WD,417,553,64145.0,64145.0,Regular Gasoline,0,0,16,36.0,Find.do?action=sbs&id=44367
Ford,2020,F150 RAPTOR 4WD,392,540,53455.0,56440.0,Regular Gasoline,0,0,16,29.5,Find.do?action=sbs&id=42178
Ford,2019,F150 RAPTOR 4WD,392,540,,,Regular Gasoline,0,0,16,29.5,Find.do?action=sbs&id=41039
Ford,2020,Shelby GT350 Mustang,392,550,59140.0,72135.0,Unknown,0,0,16,16.0,Find.do?action=sbs&id=41994
Ford,2019,Shelby GT350 Mustang,370,549,59140.0,67135.0,Unknown,0,0,16,16.0,Find.do?action=sbs&id=41224
Ford,2019,F150 5.0L 4WD FFV GVWR>7599 LBS,370,555,,,Regular Gasoline,0,0,16,29.5,Find.do?action=sbs&id=41038
Ford,2020,Transit T150 Wagon 4WD FFV,370,562,,,Regular Gasoline,0,0,16,25.0,Find.do?action=sbs&id=42341
Ford,2024,F150 RAPTOR 4WD,356,555,77980.0,77980.0,Regular Gasoline,0,0,16,29.5,Find.do?action=sbs&id=47615
Ford,2022,Transit T150 Wagon 4WD FFV,421,563,,,Regular Gasoline,0,0,16,25.0,Find.do?action=sbs&id=45087
Ford,2021,Transit T150 Wagon 4WD FFV,421,565,,,Regular Gasoline,0,0,16,25.0,Find.do?action=sbs&id=43691
Ford,2024,Bronco Raptor 4WD,421,577,89835.0,89835.0,Regular Gasoline,0,0,15,18.0,Find.do?action=sbs&id=47682
Ford,2023,Bronco Raptor 4WD,421,577,76580.0,76580.0,Regular Gasoline,0,0,15,20.8,Find.do?action=sbs&id=46202
Ford,2022,Bronco Raptor 4WD,378,577,68500.0,68500.0,Regular Gasoline,0,0,15,20.8,Find.do?action=sbs&id=45332
Ford,2023,F150 RAPTOR 37 4WD,378,578,,,Regular Gasoline,0,0,15,36.0,Find.do?action=sbs&id=46182
Ford,2022,F150 RAPTOR 37 4WD,648,578,,,Regular Gasoline,0,0,15,26.0,Find.do?action=sbs&id=44875
Ford,2021,F150 RAPTOR 37 4WD,648,578,64145.0,64145.0,Regular Gasoline,0,0,15,36.0,Find.do?action=sbs&id=44368
Ford,2023,F150 RAPTOR 4WD,406,593,76775.0,76775.0,Regular Gasoline,0,0,15,36.0,Find.do?action=sbs&id=46183
Ford,2022,F150 RAPTOR 4WD,406,593,,,Regular Gasoline,0,0,15,26.0,Find.do?action=sbs&id=44880
Ford,2021,F150 RAPTOR 4WD,624,593,64145.0,64145.0,Regular Gasoline,0,0,15,36.0,Find.do?action=sbs&id=44373
Ford,2019,Transit T150 Wagon,364,572,35840.0,38735.0,Regular Gasoline,0,0,15,25.0,Find.do?action=sbs&id=40794
Ford,2019,Transit T150 Wagon FFV,364,572,35840.0,38735.0,Regular Gasoline,0,0,15,25.0,Find.do?action=sbs&id=40793
Ford,2023,F150 RAPTOR 37 4WD,364,596,,,Regular Gasoline,0,0,15,36.0,Find.do?action=sbs&id=46181
Ford,2022,F150 RAPTOR 37 4WD,624,596,,,Regular Gasoline,0,0,15,26.0,Find.do?action=sbs&id=44881
Ford,2021,F150 RAPTOR 37 4WD,364,596,64145.0,64145.0,Regular Gasoline,0,0,15,36.0,Find.do?action=sbs&id=44371
Ford,2022,GT,364,632,,,Unknown,0,0,14,16.0,Find.do?action=sbs&id=45063
Ford,2021,GT,624,632,,,Unknown,0,0,14,16.0,Find.do?action=sbs&id=43608
Ford,2020,GT,411,632,,,Unknown,0,0,14,0,Find.do?action=sbs&id=42384
Ford,2022,Shelby GT500 Mustang,411,631,80915.0,80915.0,Unknown,0,0,14,16.0,Find.do?action=sbs&id=45290
Ford,2021,Shelby GT500 Mustang,411,631,,,Unknown,0,0,14,16.0,Find.do?action=sbs&id=43675
Ford,2020,Shelby GT500 Mustang,411,631,59140.0,72135.0,Unknown,0,0,14,0,Find.do?action=sbs&id=42139
Ford,2019,GT,600,654,,,Unknown,0,0,14,0,Find.do?action=sbs&id=40864
Ford,2024,F150 RAPTOR R 4WD,475,741,,,Regular Gasoline,0,0,12,29.5,Find.do?action=sbs&id=47617
Ford,2023,F150 RAPTOR R 4WD,475,741,107350.0,107350.0,Regular Gasoline,0,0,12,36.0,Find.do?action=sbs&id=46185
